nombrepignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,prestamo,pr_recup,edad,visit_number,faltas,dummy_prenda_tipo1,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_choose_same1,dummy_choose_same2,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,tau_hat_oobpredictions,insample,pago_frec_vol_promise
-9.05241031017e+18,5522954,1,0,0,0,0,0,1,0,0,0,1280,100,40,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-.0095034307,0,
-9.00724158710e+18,10462474,0,0,0,0,1,0,0,0,0,0,1500,100,24,1,.14285715,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,.0068638823,0,
-8.94540556633e+18,3594094,0,0,0,1,0,1,0,0,0,0,2800,90,35,1,.2857143,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,-.013768195,0,
-8.94540556633e+18,3594093,0,0,0,1,0,1,0,0,0,0,3280,90,35,1,.2857143,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,-.0039050088,0,
-8.91435295223e+18,42124589,0,1,0,0,0,0,0,1,0,0,690,100,38,1,.14285715,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,.025837338,0,
-8.88315713377e+18,78133246,1,0,0,0,0,0,0,0,1,0,450,100,60,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,-.0016966871,0,
-8.85326055140e+18,42124869,0,0,0,1,0,0,0,1,0,0,470,100,31,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,.052051436,0,
-8.85053001186e+18,42123588,0,1,0,0,0,0,0,1,0,0,800,100,73,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,-.029961379,0,
-8.72718870260e+18,3595416,0,0,1,0,0,1,0,0,0,0,4430,100,37,1,.2857143,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,.0075815469,0,
-8.72718870260e+18,3595417,0,0,1,0,0,1,0,0,0,0,3290,100,37,1,.2857143,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,-.0013699194,0,
-8.65980505593e+18,42124598,0,1,0,0,0,0,0,1,0,0,8510,100,30,1,.42857143,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,.049523838,0,
-8.62202788211e+18,42125177,0,0,0,0,0,0,0,1,0,0,4950,95,62,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,.033987038,0,
-8.62202788211e+18,42125178,0,0,0,0,0,0,0,1,0,0,2750,95,62,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,.001573964,0,
-8.56676139076e+18,80116972,1,0,0,0,0,0,0,0,0,1,1060,100,25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,-.0018399071,0,
-8.54678362188e+18,42123807,0,0,1,0,0,0,0,1,0,0,910,100,53,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,.02600009,0,
-8.54678362188e+18,42123805,0,0,1,0,0,0,0,1,0,0,1490,100,53,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,.032719705,0,
-8.54678362188e+18,42123806,0,0,1,0,0,0,0,1,0,0,690,100,53,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,.032307699,0,
-8.54678362188e+18,42123803,0,0,1,0,0,0,0,1,0,0,450,100,53,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,.039261766,0,
-8.54678362188e+18,42123801,0,0,1,0,0,0,0,1,0,0,1920,100,53,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,.032059152,0,
-8.54678362188e+18,42123804,0,0,1,0,0,0,0,1,0,0,5040,100,53,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,.058195014,0,
-8.45201452786e+18,42124102,1,0,0,0,0,0,0,1,0,0,1000,100,25,1,.14285715,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,.0054452592,0,
-8.44605529017e+18,80117604,0,0,1,0,0,0,0,0,0,1,430,100,24,1,.2857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,-.008301653,0,
-8.44162038923e+18,10462608,0,0,0,1,0,0,0,0,0,0,880,100,55,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,-.016455203,0,
-8.44162038923e+18,10462609,0,0,0,1,0,0,0,0,0,0,840,100,55,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,-.012279274,0,
-8.44162038923e+18,10463269,0,0,0,0,0,0,0,0,0,0,350,100,55,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-.022801675,0,
-8.44162038923e+18,10463270,0,0,0,0,0,0,0,0,0,0,580,100,55,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-.033366416,0,
-8.44162038923e+18,10463268,0,0,0,0,0,0,0,0,0,0,710,100,55,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-.036887448,0,
-8.43613528974e+18,80117230,0,0,0,1,0,0,0,0,0,1,950,100,59,1,.85714287,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,-.053610597,0,
-8.43613528974e+18,80117229,0,0,0,1,0,0,0,0,0,1,330,100,59,1,.85714287,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,-.044166572,0,
-8.41741659048e+18,42124012,0,0,1,0,0,0,0,1,0,0,840,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.03098827,0,
-8.41741659048e+18,42124010,0,0,1,0,0,0,0,1,0,0,1250,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.025151199,0,
-8.41741659048e+18,42124011,0,0,1,0,0,0,0,1,0,0,760,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.036645539,0,
-8.41741659048e+18,42124009,0,0,1,0,0,0,0,1,0,0,1450,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.021780677,0,
-8.41741659048e+18,42124013,0,0,1,0,0,0,0,1,0,0,1050,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.021435112,0,
-8.39884051453e+18,42124075,0,0,0,0,0,0,0,1,0,0,1010,70,39,1,.42857143,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,-.013403133,0,
-8.39130877943e+18,78135134,0,0,0,0,1,0,0,0,1,0,1680,100,38,1,.14285715,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,-.01019955,0,
-8.37534911153e+18,3591950,0,0,0,0,1,1,0,0,0,0,460,70,39,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,.037816387,0,
-8.34127783294e+18,3594248,0,0,0,0,1,1,0,0,0,0,2370,100,47,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-.035160299,0,
-8.26886475491e+18,10463843,0,0,1,0,0,0,0,0,0,0,1640,100,33,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,.020516878,0,
-8.26140802688e+18,10462501,0,0,0,0,1,0,0,0,0,0,2500,100,53,1,.14285715,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,.0085459445,0,
-8.24291165954e+18,10463579,0,1,0,0,0,0,0,0,0,0,5500,100,53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,.034223977,0,
-8.23485362889e+18,42126569,0,0,0,0,1,0,0,1,0,0,330,100,55,1,.2857143,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,.033361718,0,
-8.21801480267e+18,78133137,0,0,0,1,0,0,0,0,1,0,1060,100,28,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,-.023902178,0,
-8.21801480267e+18,78133138,0,0,0,1,0,0,0,0,1,0,1000,100,28,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,.00048559505,0,
-8.20813963544e+18,42125109,0,0,1,0,0,0,0,1,0,0,1420,100,45,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,-.020191241,0,
-8.20813963544e+18,42125108,0,0,1,0,0,0,0,1,0,0,2810,100,45,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,-.0037427554,0,
-8.20813963544e+18,42125107,0,0,1,0,0,0,0,1,0,0,1720,100,45,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,-.011246195,0,
-8.20813963544e+18,42125110,0,0,1,0,0,0,0,1,0,0,2410,100,45,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,-.0077196979,0,
-8.19794473186e+18,42123846,0,0,0,1,0,0,0,1,0,0,1460,100,43,1,.14285715,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,.0046715131,0,
-8.19794473186e+18,42123847,0,0,0,1,0,0,0,1,0,0,1710,100,43,1,.14285715,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,.0020618823,0,
-8.19504271462e+18,3591920,0,0,0,1,0,1,0,0,0,0,2800,100,41,2,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,.024269367,0,
-8.19294225084e+18,3595480,0,0,0,0,0,1,0,0,0,0,8010,100,22,1,.14285715,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,.048773494,0,
-8.13771507678e+18,78136207,0,1,0,0,0,0,0,0,1,0,2380,100,46,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,.030571027,0,
-8.13771507678e+18,78136206,0,1,0,0,0,0,0,0,1,0,2310,100,46,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,.029410886,0,
-8.13044076127e+18,10463369,0,0,0,0,0,0,0,0,0,0,3460,100,80,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,.013634935,0,
-8.07029717627e+18,78134187,0,0,0,0,0,0,0,0,1,0,3060,100,32,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,.03758797,0,
-8.07029717627e+18,78134188,0,0,0,0,0,0,0,0,1,0,2190,100,32,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,.029926755,0,
-8.07029717627e+18,78134186,0,0,0,0,0,0,0,0,1,0,5660,100,32,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,.064656176,0,
-8.05140655282e+18,78133805,1,0,0,0,0,0,0,0,1,0,2220,100,54,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,.029900545,0,
-8.05140655282e+18,78133803,1,0,0,0,0,0,0,0,1,0,2130,100,54,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,.041711632,0,
-8.05140655282e+18,78133804,1,0,0,0,0,0,0,0,1,0,1480,100,54,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,.042890962,0,
-8.02326196355e+18,5520265,0,0,0,0,1,0,1,0,0,0,1500,90,22,2,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,-.011338986,0,
-8.02124024141e+18,78134292,0,0,1,0,0,0,0,0,1,0,1690,100,50,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,.011693209,0,
-8.02124024141e+18,78134291,0,0,1,0,0,0,0,0,1,0,2680,100,50,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,.012587346,0,
-7.98658895888e+18,10463845,0,0,0,1,0,0,0,0,0,0,330,100,26,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,.04057898,0,
-7.98001239887e+18,3594123,0,0,0,0,1,1,0,0,0,0,1140,100,47,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,.016130837,0,
-7.92963370129e+18,78135116,0,0,0,0,1,0,0,0,1,0,1580,100,29,1,.14285715,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,-.011095808,0,
-7.91077860256e+18,3594455,0,0,1,0,0,1,0,0,0,0,780,100,45,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,.056160405,0,
-7.89060078093e+18,42123923,0,0,0,0,0,0,0,1,0,0,9860,100,43,1,.14285715,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,.061365254,0,
-7.88684544974e+18,78136223,0,1,0,0,0,0,0,0,1,0,1370,90,32,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,.0088143116,0,
-7.86008894827e+18,42124526,0,1,0,0,0,0,0,1,0,0,2130,50,40,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,.015469025,0,
-7.84767247664e+18,80117465,0,0,0,0,1,0,0,0,0,1,1200,100,54,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-.049316507,0,
-7.83974404168e+18,5524569,0,0,0,0,1,0,1,0,0,0,840,100,45,1,.2857143,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,-.038032182,0,
-7.83380399986e+18,3594459,0,0,1,0,0,1,0,0,0,0,2590,100,62,1,.2857143,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,-.003766661,0,
-7.79478748521e+18,42125374,0,1,0,0,0,0,0,1,0,0,3940,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.030397162,0,
-7.79478748521e+18,42125370,0,1,0,0,0,0,0,1,0,0,3680,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.032961607,0,
-7.79478748521e+18,42125372,0,1,0,0,0,0,0,1,0,0,4820,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.037083082,0,
-7.79478748521e+18,42125369,0,1,0,0,0,0,0,1,0,0,4410,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.034635209,0,
-7.79478748521e+18,42125376,0,1,0,0,0,0,0,1,0,0,2480,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.022594275,0,
-7.79478748521e+18,42125375,0,1,0,0,0,0,0,1,0,0,9820,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.087390907,0,
-7.79478748521e+18,42125373,0,1,0,0,0,0,0,1,0,0,3980,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.029414628,0,
-7.79478748521e+18,42125371,0,1,0,0,0,0,0,1,0,0,3390,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.030173356,0,
-7.77538292876e+18,3591946,0,0,0,0,1,1,0,0,0,0,2800,100,58,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,.0010680414,0,
-7.76661922498e+18,42124157,0,0,1,0,0,0,0,1,0,0,1980,100,33,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,.038597468,0,
-7.74747683482e+18,42125308,0,0,0,0,1,0,0,1,0,0,1410,100,46,1,.14285715,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,.016842084,0,
-7.74747683482e+18,42125307,0,0,0,0,1,0,0,1,0,0,2280,100,46,1,.14285715,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,.031023361,0,
-7.74747683482e+18,42125306,0,0,0,0,1,0,0,1,0,0,12100,100,46,1,.14285715,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,.041448146,0,
-7.74724580449e+18,78134360,0,0,0,0,1,0,0,0,1,0,1460,50,44,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,.021964848,0,
-7.67069424039e+18,3591947,0,0,0,0,1,1,0,0,0,0,3220,85,52,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,.033448681,0,
-7.62382285289e+18,42125170,0,0,0,0,0,0,0,1,0,0,2000,100,39,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,.018161381,0,
-7.60758888563e+18,78134212,0,0,0,0,0,0,0,0,1,0,590,80,47,7,.5714286,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,-.056930762,0,
-7.60758888563e+18,78134211,0,0,0,0,0,0,0,0,1,0,1130,80,47,7,.5714286,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,-.053063229,0,
-7.58683993374e+18,78134024,0,1,0,0,0,0,0,0,1,0,3030,100,64,2,.42857143,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,-.02004935,0,
-7.58478823179e+18,42124790,0,1,0,0,0,0,0,1,0,0,2330,70,57,1,.5714286,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,.03818316,0,
-7.56564202483e+18,3594294,0,0,0,0,1,1,0,0,0,0,2810,90,52,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,-.0154661,0,
-7.51508008080e+18,80119525,0,0,0,1,0,0,0,0,0,1,470,100,64,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,-.014105408,0,
-7.49457260057e+18,10462840,0,0,0,1,0,0,0,0,0,0,690,50,22,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,-.010281826,0,
-7.47377834851e+18,80117729,1,0,0,0,0,0,0,0,0,1,330,90,47,1,.14285715,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,.010105556,0,
-7.46889877976e+18,10463420,0,1,0,0,0,0,0,0,0,0,660,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,-.015443225,0,
-7.46889877976e+18,10463417,0,1,0,0,0,0,0,0,0,0,980,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,-.0064764745,0,
-7.46889877976e+18,10463416,0,1,0,0,0,0,0,0,0,0,1270,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,-.0085796854,0,
-7.46889877976e+18,10463418,0,1,0,0,0,0,0,0,0,0,690,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,-.01399147,0,
-7.46889877976e+18,10463414,0,1,0,0,0,0,0,0,0,0,2850,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,.000086265973,0,
-7.46889877976e+18,10463419,0,1,0,0,0,0,0,0,0,0,610,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,-.02658139,0,
-7.45002269265e+18,80116992,1,0,0,0,0,0,0,0,0,1,1830,100,18,1,.85714287,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,-.055329099,0,
-7.41691850659e+18,78132936,0,0,0,0,0,0,0,0,1,0,1170,80,45,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,-.038286943,0,
-7.39863003457e+18,78134290,0,0,1,0,0,0,0,0,1,0,1460,70,22,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,-.011091202,0,
-7.39863003457e+18,78134289,0,0,1,0,0,0,0,0,1,0,760,70,22,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,.015446526,0,
-7.33763515741e+18,78132932,0,0,0,0,0,0,0,0,1,0,4200,100,20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,.0046275961,0,
-7.32666810301e+18,10463215,0,0,0,1,0,0,0,0,0,0,1830,100,63,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,.0042762556,0,
-7.31125707912e+18,80118398,1,0,0,0,0,0,0,0,0,1,1300,100,50,3,.2857143,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,-.016914602,0,
-7.30274965790e+18,3594117,0,0,0,0,1,1,0,0,0,0,1620,100,41,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,-.0018314925,0,
-7.30251926724e+18,78135122,0,0,0,0,1,0,0,0,1,0,1090,100,26,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,-.0021799693,0,
